id,created_by,property_id,address,address_object,is_address_autocomplete,created_at
0c0b348f-9545-3bba-945a-0c09f8c896a7,3f03dea8-1cdf-3968-9811-0881de5823b5,fabe93bf-0055-3d89-b07d-39cbae1535e4,"Bret Meadow 70, 50822 Cologne",,false,
0c69dc89-30cf-3feb-88d7-3727fa2fb8cf,11fb1eac-fbb3-34a8-9669-42ead18abcbe,89e7a23c-d29b-35de-9efb-7cf407e41294,"Mante Station 196, 12768 Berlin",,false,
10249de1-3920-3eb7-aecb-92fbd6c0ab21,25d35441-d624-3a46-931f-7c05dad78cc0,91b44eaf-54a9-3207-a9bf-770e0894cdaf,,"{""city"": ""Berlin"", ""country"": ""DE"", ""postal_code"": 11324, ""street_name"": ""Mann Locks"", ""street_number"": 142}",true,
116c7b2d-35b2-308c-baca-1835bc1c88f1,3f03dea8-1cdf-3968-9811-0881de5823b5,38fd6542-e7bb-3882-be4a-7d3619dc8cbe,"Breitenberg Lodge 84, 20600 Hamburg",,false,
16b8f81b-b8a8-3985-a4c3-adf360b6d1ba,0f0f4a15-bb10-31f0-823e-b43f9f6df1c1,36f8ce39-83b2-3bd9-8d52-589d3a165065,"Erna Cliff 54, 50785 Cologne","{""city"": ""Berlin"", ""country"": ""DE"", ""postal_code"": 11428, ""street_name"": ""Gottlieb Harbor"", ""street_number"": 84}",false,2024-11-19 15:04:41
18393de7-7746-3b5b-a06e-f3dc2f63910a,25d35441-d624-3a46-931f-7c05dad78cc0,d6d114f9-c6a9-37dd-8763-9866f6e61b14,,"{""city"": ""Berlin"", ""country"": ""DE"", ""postal_code"": 14148, ""street_name"": ""Christina Row"", ""street_number"": 191}",true,
19e49028-d2b7-3782-999d-718a7548e4da,266c3025-b1bd-31aa-91ee-2a845cdc373e,5698a1e0-b33e-38cf-965c-0d71a3756bca,,"{""city"": ""Berlin"", ""country"": ""DE"", ""postal_code"": 10598, ""street_name"": ""Una Plaza"", ""street_number"": 72}",true,
1ba663af-125f-39d9-b0c7-87b69e42d530,9c2e2535-c2f0-3fd7-9b3c-d14de6cf9835,4f013edd-d61c-3cdc-b09a-fbc28a3dd802,"Botsford Camp 21, 11348 Berlin","{""city"": ""Berlin"", ""country"": ""DE"", ""postal_code"": 10850, ""street_name"": ""Herman Corners"", ""street_number"": 90}",false,
1befd7df-de89-3f9f-8ac2-96f6aeb09107,a6d36034-1aad-3c68-9383-0b372fe51abd,5a5bde14-bab2-37da-bfa7-0381c7ac1f35,"Vita Cliffs 100, 60343 Frankfurt",,false,2024-11-19 15:04:41
1c4a57bf-f485-3d9e-8499-cd8a66d1cfc6,9c2e2535-c2f0-3fd7-9b3c-d14de6cf9835,485c017e-26bc-3301-82ae-05c03d8c90e2,,"{""city"": ""Berlin"", ""country"": ""DE"", ""postal_code"": 10443, ""street_name"": ""O'Conner Stravenue"", ""street_number"": 1}",true,2024-11-19 15:04:41
1e1c348b-d63b-324b-906e-169ad60421ba,7d224af6-a62d-354a-b5a4-5dd5f4e5ae1b,5b193d65-9ea8-3ec5-adf1-9926a56821b6,,"{""city"": ""Berlin"", ""country"": ""DE"", ""postal_code"": 13002, ""street_name"": ""Rogahn Heights"", ""street_number"": 153}",true,
1e5f051d-fb80-3378-abf6-a894c27c59b3,1eec5d93-b4fb-3180-9654-911023d5c46e,33121f4b-3705-331c-8194-c2649e24f5ce,"Halvorson Union 150, 81589 Munich","{""city"": ""Berlin"", ""country"": ""DE"", ""postal_code"": 14009, ""street_name"": ""Ankunding Locks"", ""street_number"": 107}",false,2024-11-19 15:04:41
263b1b8d-6f4d-376c-adb0-2d269d4c533c,edebdbf7-c6bc-3867-9787-6ff20132120c,62c60140-4175-3f27-a1c2-57bd4cc73da4,,"{""city"": ""Berlin"", ""country"": ""DE"", ""postal_code"": 13142, ""street_name"": ""Greenfelder Port"", ""street_number"": 35}",true,
266d3874-551f-3a26-aee1-8506200380ae,741e2915-6c1c-3057-9579-37a040b1f806,35724ea5-3374-308b-b98b-1c5ea94ab0b0,"Haskell Port 40, 11266 Berlin",,false,2024-11-19 15:04:41
2715487f-dc38-3b5d-b0e5-1f5d9f739596,a6d36034-1aad-3c68-9383-0b372fe51abd,e643f805-ffa0-3679-9f94-0134440e95fb,"Adelbert Valley 60, 10723 Berlin",,false,
291661d0-bab5-3e37-bb80-74d17e2601e3,1eec5d93-b4fb-3180-9654-911023d5c46e,e151e737-82d9-39ef-a7f5-d729af18e911,,"{""city"": ""Berlin"", ""country"": ""DE"", ""postal_code"": 12391, ""street_name"": ""Wisozk Fords"", ""street_number"": 28}",true,2024-11-19 15:04:41
2981ccc9-1e27-34b7-9c20-50749ac9415a,2df80de1-65c9-3c17-a449-abb6b88ea225,8a736ab4-7a30-352a-9a9e-a819c45ec88f,"Boehm Mountain 55, 60467 Frankfurt","{""city"": ""Berlin"", ""country"": ""DE"", ""postal_code"": 13237, ""street_name"": ""Skylar Manor"", ""street_number"": 53}",false,2024-11-19 15:04:41
2986e959-976b-3773-9114-08874fd52450,1813d8ea-fb68-3913-8cfc-7509c45e4797,e3701449-b099-3c20-bbb5-fbf0ff80dee6,,"{""city"": ""Berlin"", ""country"": ""DE"", ""postal_code"": 10241, ""street_name"": ""Nyasia Isle"", ""street_number"": 189}",true,
2a3e9e00-eb2a-3db7-906f-221caf0a679c,7d224af6-a62d-354a-b5a4-5dd5f4e5ae1b,2e245d7a-d242-3268-b4b5-2672d7e0ca94,,"{""city"": ""Berlin"", ""country"": ""DE"", ""postal_code"": 13310, ""street_name"": ""Sydni Mews"", ""street_number"": 108}",true,
2ae1dc41-60ee-31db-973c-d52b01cbf292,edebdbf7-c6bc-3867-9787-6ff20132120c,4f62cfd0-8d51-3178-a5be-1dabc65e5054,,"{""city"": ""Berlin"", ""country"": ""DE"", ""postal_code"": 10903, ""street_name"": ""Feeney Walks"", ""street_number"": 109}",true,
32958a17-cb14-30f0-a7c9-a90d6d4cea74,1813d8ea-fb68-3913-8cfc-7509c45e4797,450eea3e-00ca-376c-98b3-b7618768f40c,,"{""city"": ""Berlin"", ""country"": ""DE"", ""postal_code"": 13902, ""street_name"": ""Green Lakes"", ""street_number"": 111}",true,
37720cee-4e71-302c-925d-38f690d29cc0,1813d8ea-fb68-3913-8cfc-7509c45e4797,e5333382-fbb9-371c-886e-44c04a55e148,,"{""city"": ""Berlin"", ""country"": ""DE"", ""postal_code"": 10810, ""street_name"": ""Hilpert Street"", ""street_number"": 154}",true,2024-11-19 15:04:41
37f559f0-9387-3916-8155-6ed4be326714,2df80de1-65c9-3c17-a449-abb6b88ea225,14fc7b94-b8c3-316e-a853-ca26d03a8596,"Talia Ford 177, 20841 Hamburg",,false,
38ac9e0e-aa86-3c8b-a5f5-6d8798727e9e,0f0f4a15-bb10-31f0-823e-b43f9f6df1c1,388f8c44-cfd1-32f7-957e-eaac448f28b4,,"{""city"": ""Berlin"", ""country"": ""DE"", ""postal_code"": 12577, ""street_name"": ""Delaney Rapids"", ""street_number"": 20}",true,
395e9cb3-9648-3ea1-aa0a-db1a7ecaff1d,e13e013f-a560-32db-91db-2065df79ccce,908bfa48-acfd-3cdf-bdd5-efb2b0e48d48,"Schroeder Walks 126, 13316 Berlin","{""city"": ""Berlin"", ""country"": ""DE"", ""postal_code"": 12826, ""street_name"": ""Koelpin Street"", ""street_number"": 130}",false,
3c178266-9b24-368a-aaee-98700529ac21,9c2e2535-c2f0-3fd7-9b3c-d14de6cf9835,2d291466-2ebc-398e-94dc-5dbb08495b1a,"Wiza Stream 167, 13427 Berlin",,false,
3cfdcce1-f1d5-3434-81f1-1eb1dbfb5276,11fb1eac-fbb3-34a8-9669-42ead18abcbe,608d5597-8405-3035-b2a0-8dcf72111bbe,,"{""city"": ""Berlin"", ""country"": ""DE"", ""postal_code"": 10944, ""street_name"": ""Kulas Track"", ""street_number"": 88}",true,2024-11-19 15:04:41
4103aa8b-0be3-3fd6-8cb5-d73b7cbb090c,741e2915-6c1c-3057-9579-37a040b1f806,0e2efae6-b3ed-31d0-99ea-1c042709b13f,,"{""city"": ""Berlin"", ""country"": ""DE"", ""postal_code"": 10668, ""street_name"": ""Marc Squares"", ""street_number"": 22}",true,2024-11-19 15:04:41
453d4782-88a1-36ee-a0e1-a71f205bea20,11fb1eac-fbb3-34a8-9669-42ead18abcbe,dd3a0547-3572-3ab2-beed-efbeb968a937,"Hilpert Plaza 196, 50777 Cologne","{""city"": ""Berlin"", ""country"": ""DE"", ""postal_code"": 10595, ""street_name"": ""Gerhold Walk"", ""street_number"": 34}",false,2024-11-19 15:04:41
47feca03-fd3b-3294-a30b-0d1aa06e67aa,edebdbf7-c6bc-3867-9787-6ff20132120c,81f196fc-67c9-3168-aa0a-13981ddaa53c,,"{""city"": ""Berlin"", ""country"": ""DE"", ""postal_code"": 13653, ""street_name"": ""Shanahan Mews"", ""street_number"": 101}",true,2024-11-19 15:04:41
49e7cdc1-2cf2-3ed1-a482-6e6947bff90f,3f03dea8-1cdf-3968-9811-0881de5823b5,70ee81c3-34e1-3bee-8873-c9a7fd81dd59,"Osvaldo Route 101, 20804 Hamburg",,false,
4a09c171-a15c-3311-9007-1ffc8592b7eb,e13e013f-a560-32db-91db-2065df79ccce,a8f18696-de2b-32fe-a666-92e1a0f963c2,"Luettgen Mountains 146, 12730 Berlin","{""city"": ""Berlin"", ""country"": ""DE"", ""postal_code"": 12664, ""street_name"": ""Izaiah Alley"", ""street_number"": 193}",false,
4a1b4bee-ed0a-3f35-a5e2-c51c430e45b0,1eec5d93-b4fb-3180-9654-911023d5c46e,40f613a9-9138-329f-ab9a-8ee502129d7f,"Keshaun Ford 58, 12375 Berlin","{""city"": ""Berlin"", ""country"": ""DE"", ""postal_code"": 10840, ""street_name"": ""Katlynn Trail"", ""street_number"": 54}",false,2024-11-19 15:04:41
4ae528c5-a1b2-3a61-b4ba-01dcf8805b98,1813d8ea-fb68-3913-8cfc-7509c45e4797,3c1fcf47-bb2c-3885-9c35-0ee67b6699d5,,"{""city"": ""Berlin"", ""country"": ""DE"", ""postal_code"": 12365, ""street_name"": ""Maribel Gateway"", ""street_number"": 74}",true,2024-11-19 15:04:41
4b026561-aad1-3334-920d-c1fc54182b6a,2df80de1-65c9-3c17-a449-abb6b88ea225,bff651cb-6c45-3f96-8398-e0612d312a70,"Keith Park 37, 51037 Cologne","{""city"": ""Berlin"", ""country"": ""DE"", ""postal_code"": 11817, ""street_name"": ""Berge Views"", ""street_number"": 135}",false,
4b6ed440-a356-33df-82e3-3928335154e0,7d224af6-a62d-354a-b5a4-5dd5f4e5ae1b,359ec498-7e83-33f3-8d09-ff89b49e0aeb,"Shanahan Overpass 5, 81808 Munich","{""city"": ""Berlin"", ""country"": ""DE"", ""postal_code"": 12732, ""street_name"": ""Rudolph Track"", ""street_number"": 72}",false,2024-11-19 15:04:41
4cce185d-062d-30a6-807a-35228a4d5ce2,741e2915-6c1c-3057-9579-37a040b1f806,797dff9b-6831-3d4b-b6dc-cf09a8421524,,"{""city"": ""Berlin"", ""country"": ""DE"", ""postal_code"": 12269, ""street_name"": ""Pedro Path"", ""street_number"": 164}",true,
4cecb627-f434-3d19-9a1b-87c5375d3443,741e2915-6c1c-3057-9579-37a040b1f806,ed26f600-b72b-3d71-be81-853912ddf3af,,"{""city"": ""Berlin"", ""country"": ""DE"", ""postal_code"": 11975, ""street_name"": ""Trycia Cove"", ""street_number"": 115}",true,2024-11-19 15:04:41
4d873c8a-2c12-3405-8563-2a6b6e76f0c5,1813d8ea-fb68-3913-8cfc-7509c45e4797,8e214bf1-40f8-3d31-a4dd-a678e1fb7f91,"Swaniawski Ports 118, 50986 Cologne",,false,2024-11-19 15:04:41
50e71862-603b-34d5-914e-02b15120edef,7a209a5c-a1a2-38b5-ac4e-9f2813ec6ca2,ac832f8a-228b-3c57-91a4-96ce589e949a,,"{""city"": ""Berlin"", ""country"": ""DE"", ""postal_code"": 10710, ""street_name"": ""Pagac Points"", ""street_number"": 193}",true,2024-11-19 15:04:41
5132fba2-99a9-33a7-a348-b64cf877581e,1eec5d93-b4fb-3180-9654-911023d5c46e,cc859995-a764-3f63-a472-afa13965eebf,"Brakus Brooks 79, 12484 Berlin",,false,
5235be42-c9a7-3c91-b670-ec172344f433,3f03dea8-1cdf-3968-9811-0881de5823b5,43adbaa1-75c3-34dd-8c10-bd8a5a5959f5,"Mitchell Center 104, 20521 Hamburg",,false,
530fc00c-a4c7-368a-ae78-cc08934fad0e,2df80de1-65c9-3c17-a449-abb6b88ea225,b1ee23c8-da57-3515-8104-3a38982cb203,,"{""city"": ""Berlin"", ""country"": ""DE"", ""postal_code"": 12323, ""street_name"": ""Salma Run"", ""street_number"": 29}",true,2024-11-19 15:04:41
54be663c-6b06-320e-b7b5-f91235bcb681,25d35441-d624-3a46-931f-7c05dad78cc0,01653bc6-d8f6-397c-aad3-2ceb0dfd12f6,,"{""city"": ""Berlin"", ""country"": ""DE"", ""postal_code"": 13683, ""street_name"": ""Demetrius Mission"", ""street_number"": 174}",true,
55be1de7-739f-3390-82fb-0aa618ea50ff,1eec5d93-b4fb-3180-9654-911023d5c46e,125e74c7-01f0-34be-8127-b7688aa84c56,"Merritt Neck 124, 50667 Cologne",,false,2024-11-19 15:04:41
56497324-01f6-313c-bc75-5947a1cb6393,e13e013f-a560-32db-91db-2065df79ccce,38f9317f-542d-32dc-8dfb-1f5ae2cacbcb,,"{""city"": ""Berlin"", ""country"": ""DE"", ""postal_code"": 10856, ""street_name"": ""Green Curve"", ""street_number"": 17}",true,
56f3a00d-621e-36a9-8d3c-28aaa3fe901d,266c3025-b1bd-31aa-91ee-2a845cdc373e,f7cd706e-cf7f-320d-b1a9-7532c639b6f9,"Larson Curve 12, 60457 Frankfurt",,false,
5caadc4e-591b-39a9-9299-036ca6afcffc,0f0f4a15-bb10-31f0-823e-b43f9f6df1c1,9f1cf600-616b-334c-92a1-3a9abff2c42b,"Justice Orchard 79, 20820 Hamburg",,false,2024-11-19 15:04:41
5cb59c89-e5aa-30d7-bc84-80991bd28c77,edebdbf7-c6bc-3867-9787-6ff20132120c,15b01851-7d57-3f0f-97d3-9071e4030121,"Huels Plain 68, 60317 Frankfurt",,false,2024-11-19 15:04:41
5f2d4f17-3f0d-302d-a47a-b4fcef270cf9,11fb1eac-fbb3-34a8-9669-42ead18abcbe,4583585e-be46-366a-b5dd-a8e90bc85661,,"{""city"": ""Berlin"", ""country"": ""DE"", ""postal_code"": 14065, ""street_name"": ""Salvador Passage"", ""street_number"": 78}",true,
61127682-0329-3704-93ee-857caee26c59,2df80de1-65c9-3c17-a449-abb6b88ea225,be620e71-30db-3bee-91ed-941686e17a36,"Rath Avenue 165, 60352 Frankfurt","{""city"": ""Berlin"", ""country"": ""DE"", ""postal_code"": 11216, ""street_name"": ""Jasper Isle"", ""street_number"": 154}",false,
61388163-4e1a-3585-92ab-660d09af1962,1eec5d93-b4fb-3180-9654-911023d5c46e,c1ec21ba-2b5c-36db-87b3-bbd05168bbc9,"Margarette Tunnel 61, 12107 Berlin","{""city"": ""Berlin"", ""country"": ""DE"", ""postal_code"": 11282, ""street_name"": ""Jazmin Manor"", ""street_number"": 6}",false,
620bc728-8208-3b09-ae28-458c1d411f23,11fb1eac-fbb3-34a8-9669-42ead18abcbe,487de686-3875-3916-89f6-e53da4786c75,,"{""city"": ""Berlin"", ""country"": ""DE"", ""postal_code"": 10812, ""street_name"": ""Jerome Circle"", ""street_number"": 72}",true,
68b3ca9e-f411-3e59-ab09-9feea99f9498,1813d8ea-fb68-3913-8cfc-7509c45e4797,df8c696a-a202-314f-83e5-8ff02f79fd0c,"Rosenbaum Plain 136, 20243 Hamburg",,false,
6a2d0eb5-c541-3221-a043-297e819e34a9,11fb1eac-fbb3-34a8-9669-42ead18abcbe,1e8cd5d9-d95a-3989-9d96-f0d915fca65c,"Gina Expressway 70, 10771 Berlin",,false,2024-11-19 15:04:41
6b91f85d-1586-3338-8e5c-a0392071bd7e,25d35441-d624-3a46-931f-7c05dad78cc0,7b924b94-47df-3a63-85a7-d9d0e8f07203,"Lubowitz Island 3, 81353 Munich","{""city"": ""Berlin"", ""country"": ""DE"", ""postal_code"": 10198, ""street_name"": ""Nona Spurs"", ""street_number"": 14}",false,2024-11-19 15:04:41
6d0238d3-2d89-3792-8d21-9b3c5b619ac0,741e2915-6c1c-3057-9579-37a040b1f806,bd729679-d5c3-38e6-b7b8-2bc6fe90744f,,"{""city"": ""Berlin"", ""country"": ""DE"", ""postal_code"": 12872, ""street_name"": ""Volkman Brooks"", ""street_number"": 57}",true,2024-11-19 15:04:41
6dd5ffc5-f423-3726-9cdc-3b0714231e4d,e13e013f-a560-32db-91db-2065df79ccce,b0d5d920-a523-3c36-9d92-6fb4121a5ad1,,"{""city"": ""Berlin"", ""country"": ""DE"", ""postal_code"": 11128, ""street_name"": ""Arden Cliff"", ""street_number"": 54}",true,
6f00ab0f-bbeb-3b45-9867-99d3867faa6c,0f0f4a15-bb10-31f0-823e-b43f9f6df1c1,22752379-20b4-3726-b27c-caef122b97de,"Osinski Street 40, 60532 Frankfurt","{""city"": ""Berlin"", ""country"": ""DE"", ""postal_code"": 13852, ""street_name"": ""Orlo Path"", ""street_number"": 47}",false,
73919760-8736-3a4d-b3d9-ecbb5ee91a19,25d35441-d624-3a46-931f-7c05dad78cc0,c90e94fb-005f-3322-ae8e-e8d2b119e64f,"Predovic Throughway 111, 13884 Berlin",,false,
74bec41f-30ee-36d1-a9f9-17d71f2fab67,1813d8ea-fb68-3913-8cfc-7509c45e4797,a7014214-852a-37ae-a8ef-92efa94686d3,"Torphy Isle 47, 60366 Frankfurt",,false,
74d12e74-e4a1-300d-b698-86e29a2c8a89,25d35441-d624-3a46-931f-7c05dad78cc0,834e0944-3be9-3fe4-8d71-4799ce2aed1c,"Nettie Inlet 151, 60328 Frankfurt",,false,2024-11-19 15:04:41
75117cf5-535a-32af-90d3-fbac0f3e35ce,25d35441-d624-3a46-931f-7c05dad78cc0,b66410f0-a2f3-3067-972c-552449992ce7,"Gaston Points 175, 20975 Hamburg",,false,
782d4a1b-176c-3322-a7ef-c44c66797d6f,3f03dea8-1cdf-3968-9811-0881de5823b5,b1cfafc4-5d16-3590-8d3c-5830eb30d308,,"{""city"": ""Berlin"", ""country"": ""DE"", ""postal_code"": 11571, ""street_name"": ""Schulist Forges"", ""street_number"": 28}",true,2024-11-19 15:04:41
79048305-5f49-359c-ad00-2d85b73c618a,2df80de1-65c9-3c17-a449-abb6b88ea225,ecfec273-4516-36d0-816f-eb1fc97cb987,"Antonina Estates 193, 81879 Munich","{""city"": ""Berlin"", ""country"": ""DE"", ""postal_code"": 11529, ""street_name"": ""Thora Gateway"", ""street_number"": 41}",false,2024-11-19 15:04:41
7c16da78-bdc1-3e55-8de4-7868e9c6e1aa,7d224af6-a62d-354a-b5a4-5dd5f4e5ae1b,a10148e1-389c-365a-aaf0-ea66c27fbde0,,"{""city"": ""Berlin"", ""country"": ""DE"", ""postal_code"": 13303, ""street_name"": ""Schuster Wall"", ""street_number"": 28}",true,2024-11-19 15:04:41
7d6d00be-9182-39bf-b30f-ed1560a5ab51,0f0f4a15-bb10-31f0-823e-b43f9f6df1c1,9aa14863-5a88-3029-8575-b9af1e413cf9,"Peggie Shoals 10, 50876 Cologne","{""city"": ""Berlin"", ""country"": ""DE"", ""postal_code"": 10429, ""street_name"": ""Kub Plains"", ""street_number"": 153}",false,2024-11-19 15:04:41
7ed78445-a78a-3d67-b4ed-1004444cf729,2df80de1-65c9-3c17-a449-abb6b88ea225,65575dce-a919-3b88-a510-9ee8ce168412,"Kunze Neck 140, 81352 Munich","{""city"": ""Berlin"", ""country"": ""DE"", ""postal_code"": 12080, ""street_name"": ""Deron Place"", ""street_number"": 158}",false,2024-11-19 15:04:41
7fc7bde2-e291-3539-9573-41a29273542b,7a209a5c-a1a2-38b5-ac4e-9f2813ec6ca2,7e5813ea-1d2c-3ad6-8425-15dfd302c462,"Grayson Islands 156, 80599 Munich","{""city"": ""Berlin"", ""country"": ""DE"", ""postal_code"": 12097, ""street_name"": ""Hartmann Underpass"", ""street_number"": 97}",false,
7fec516c-21a5-3b91-83e0-e1b4d5fd6a48,11fb1eac-fbb3-34a8-9669-42ead18abcbe,072f9220-32e2-3b56-9247-15b82c1f3f86,"Paula Lane 75, 50835 Cologne","{""city"": ""Berlin"", ""country"": ""DE"", ""postal_code"": 12094, ""street_name"": ""Woodrow Mission"", ""street_number"": 78}",false,2024-11-19 15:04:41
81307bfc-4487-35c3-9655-5a691567421d,7a209a5c-a1a2-38b5-ac4e-9f2813ec6ca2,788123a9-92ee-3562-a696-ad43b534bd24,"Lindsay Highway 115, 81707 Munich",,false,
8b68b539-fb17-3f3d-a3fa-b3523639e218,25d35441-d624-3a46-931f-7c05dad78cc0,d508a196-227b-3e67-950e-931772b86d23,,"{""city"": ""Berlin"", ""country"": ""DE"", ""postal_code"": 12495, ""street_name"": ""Marquise Haven"", ""street_number"": 165}",true,2024-11-19 15:04:41
8c9a2e4b-a654-320a-b4ca-d4068a339bf9,9c2e2535-c2f0-3fd7-9b3c-d14de6cf9835,73df2128-d325-33b8-afcf-25123b23c6d7,,"{""city"": ""Berlin"", ""country"": ""DE"", ""postal_code"": 10203, ""street_name"": ""Wiegand Islands"", ""street_number"": 58}",true,
8d7996cf-4abb-3016-9431-c75f1e5d48b5,3f03dea8-1cdf-3968-9811-0881de5823b5,5a496c09-e10e-3234-96ea-587946f3bcb0,"Becker Rapids 30, 50676 Cologne",,false,
8e6a4332-8cc9-3fa1-a4fa-7db9f9cb58b5,edebdbf7-c6bc-3867-9787-6ff20132120c,a3fbb241-654c-3347-a3e4-bb8a00e297a6,"Name Highway 67, 60429 Frankfurt",,false,2024-11-19 15:04:41
8f1f9bf2-9277-3bdd-9e72-0a7e311581d4,7d224af6-a62d-354a-b5a4-5dd5f4e5ae1b,e75deff2-636e-3449-b8c4-6a72e17e6728,"Windler Valley 32, 13299 Berlin","{""city"": ""Berlin"", ""country"": ""DE"", ""postal_code"": 11663, ""street_name"": ""Horace Views"", ""street_number"": 108}",false,
933b280d-f9fe-39fb-818f-f9a534bf47bf,266c3025-b1bd-31aa-91ee-2a845cdc373e,01726baa-6439-34cb-85f9-85b759d656b7,"Gwendolyn Passage 30, 81185 Munich","{""city"": ""Berlin"", ""country"": ""DE"", ""postal_code"": 13178, ""street_name"": ""Katarina Plains"", ""street_number"": 54}",false,
939cbd69-0e26-3e2b-be0e-90b5aead1642,7a209a5c-a1a2-38b5-ac4e-9f2813ec6ca2,72577846-8bcb-35fb-9b19-41d4ec9da7e0,"Royal Trail 158, 60595 Frankfurt","{""city"": ""Berlin"", ""country"": ""DE"", ""postal_code"": 12452, ""street_name"": ""Marianna Lodge"", ""street_number"": 123}",false,2024-11-19 15:04:41
94a9bde0-959c-3033-9f24-c2448c4b1826,e13e013f-a560-32db-91db-2065df79ccce,f007dd8e-abb8-33d7-b706-ef2900a1e143,,"{""city"": ""Berlin"", ""country"": ""DE"", ""postal_code"": 11013, ""street_name"": ""Francis Street"", ""street_number"": 18}",true,
94daf13b-4415-36a6-8bd2-10a8fffe0869,3f03dea8-1cdf-3968-9811-0881de5823b5,b4477552-727f-373b-b60d-d1336512a62d,,"{""city"": ""Berlin"", ""country"": ""DE"", ""postal_code"": 11095, ""street_name"": ""Brain Plain"", ""street_number"": 130}",true,
95529eb5-5157-31b3-8388-1944508bd65e,11fb1eac-fbb3-34a8-9669-42ead18abcbe,a0d7c5e0-270d-3c8b-838b-bc9a1cf8c4d7,,"{""city"": ""Berlin"", ""country"": ""DE"", ""postal_code"": 13446, ""street_name"": ""Rippin Mission"", ""street_number"": 38}",true,
9618d7ca-d292-3a17-8de2-2d0fffa66582,2df80de1-65c9-3c17-a449-abb6b88ea225,d2f05728-9665-324a-994d-1f35dd85aa82,,"{""city"": ""Berlin"", ""country"": ""DE"", ""postal_code"": 10461, ""street_name"": ""Grant Glen"", ""street_number"": 141}",true,2024-11-19 15:04:41
977611cf-d7b4-32a7-96b3-e2fac2d96330,25d35441-d624-3a46-931f-7c05dad78cc0,1f8c3e38-8fd9-35a9-b1f2-fd1b45308a79,,"{""city"": ""Berlin"", ""country"": ""DE"", ""postal_code"": 10295, ""street_name"": ""Rutherford Avenue"", ""street_number"": 99}",true,2024-11-19 15:04:41
98f960e8-a3a1-3a0a-bdca-16f690e46f6e,a6d36034-1aad-3c68-9383-0b372fe51abd,dafad665-5346-302f-9987-5c325a587437,"Huel Crest 20, 20862 Hamburg","{""city"": ""Berlin"", ""country"": ""DE"", ""postal_code"": 11826, ""street_name"": ""Breitenberg Forges"", ""street_number"": 40}",false,2024-11-19 15:04:41
9a90e6ba-9ffb-33ec-af22-2cccc1cc53f0,a6d36034-1aad-3c68-9383-0b372fe51abd,8f796a6e-51cc-347a-acfe-d4d12862dd3f,"Crist Circles 41, 20316 Hamburg",,false,
